Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Experienced Data Engineer,$55K - $103K (Glassdoor est.),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession. We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more, please visit https://www.libertymutualgroup.com/about-lm/careers/benefits
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. We have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

17",3.8,Liberty Mutual Insurance,"Dover, NH",-1,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,-1
"Senior Scientist, Formulations",$55K - $103K (Glassdoor est.),"Do you want to join a team where the mission is meaningful, the challenges are complex, and you can directly see the results of your hard work? Lundbeck Seattle BioPharmaceuticals (Lu-SBP), located in Bothell, Washington, is the Process Development Center of Excellence for Biologics within the global Lundbeck CMC organization. Since integrating into Lundbeck in October 2019, Lu-SBP has supported commercial launch of Lundbeck’s first biologic product (Vyepti) and advancement of a growing biologics pipeline in collaboration with our Copenhagen-based Late-Stage Development and Production groups. The Lu-SBP team leads and supports the development of new product candidates from cell line development through commercial validation of Drug Substance and Drug Product manufacturing processes. Join us on our journey of progress & innovation dedicated to addressing the vast unmet medical needs associated with brain disease!
SUMMARY:
Leads effort on early and late stage formulation development of monoclonal antibodies, development stabilities, clinical in-use compatibilities, comparability for process changes. This includes initiate projects, literature review, experimental design, execution, data analysis, and report writing.",3.8,Lundbeck,"Bothell, WA",-1,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,-1
Data Engineer,$55K - $103K (Glassdoor est.),"Boeing Intelligence & Analytics is seeking a Data Engineer or Software Developer with data transformation (ETL) experience working with the latest industry tools.

Duties Include:
Write code on a data extract, transform and load (ETL) platform to ingest and transform data to a suitable formats
Add features to ETL platform to shorten timelines for future data integration efforts
Develop, maintain code, and integrate software into a fully functional software system
Participate in daily scrum meetings, sprint retrospectives, and other agile processes",4.0,Boeing Intelligence & Analytics,"Crystal City, VA",-1,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,-1
Lead Data Scientist - E-Commerce,$77K - $141K (Glassdoor est.),"Lead Data Scientist - E-Commerce, Machine Learning
160k to 180k+ significant RSU package (200k+ total comp)
Boston
One of the fastest-growing companies in the US is looking for a machine learning data scientist with significant experience building ML models to analyze consumer data in an e-commerce or retail setting
THE COMPANY
The company attributes its success to its data-driven approach and ""customer first"" foundational values. They are scaling rapidly, and this is an opportunity to build out an innovative team in a fast-growing and well-known company. As part of the package, you will receive substantial RSUs.",4.0,Harnham,"Boston, MA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
[Remote] Data Scientist (Customer Facing exp req),$77K - $141K (Glassdoor est.),"[Remote] Data Scientist (Customer Facing exp req)
Location: Atlanta, GA / Washington DC
Salary: $90,000 – $120,000 DOE + Benefits
Benefits: Medical, Dental, Vision, 401K, Holidays, PTO

Typical Hours: M-F, 9 AM ET – 6 PM ET
Travel: 15%
Start Date: ASAP
Sponsorship is not available
[Remote] Data Scientist (Customer Facing exp req) Description
Our client is looking an experienced Data Scientist to add to their team. Ideal candidates must be highly customer-focused and results-oriented as they will be the “life support” of the company’s customer solutions. Reporting to the SVP of Operations, you will put yourself in the shoes of the front-line field representatives and back-office teams that support them and figure out how they can use the power of the data to help them become more efficient and effective in the right way and at the right time. This is an exciting opportunity to join a company with a strong product market and exceptional customer service.",3.0,#twiceasnice Recruiting,"Washington, DC",-1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-1
Data Engineer,$77K - $141K (Glassdoor est.),"Remote availability for candidates who reside in AZ, CA, CO, GA, HI, MA, MN, NV, TX
At Currance we have a clear mission – supporting the financial viability of healthcare providers across the country so they can serve the needs of their communities. Being a team member at Currance means making a contribution to the health and well-being of millions of patients every day.
To fulfill this mission, we are seeking additional team members to help us integrate and optimize our technology solutions for our clients. As a Data Engineer, you will support the critical role of managing data from client receipt to providing impactful business analytics our clients use to fund the provision of care to patients.
In this role, you will gain insight into the business of healthcare, enhance your technical skills in managing and analyzing large data sets, and utilize your project management skills to complete projects on time and on budget. You will directly interact with major healthcare organizations.",-1,"Currance, Inc.",Remote,-1,-1,-1,-1,-1,-1,-1,-1
X-ray and Cryo-EM Application and Methods Development Scientist,$77K - $141K (Glassdoor est.),"X-ray and Cryo-EM Application and Methods Development Scientist
MiTeGen - Ithaca, NY 14850
Title: X-ray and CryoEM Application and Methods Development Scientist
Company: MiTeGen
Location: 95 Brown Rd, Ithaca NY 14850
Type: Full Time, Exempt
Reports to: CTO, R&D Engineering Manager
Are you looking for a scientifically and technically challenging research and development position with large real-world impacts? Would you enjoy developing solutions for and providing application support to academic and industrial scientists around the world? Do you enjoy working in a small team environment where you can participate in researching new concepts, designing and making prototypes, developing final products, and providing application support to end users?",4.0,MiTeGen,"Ithaca, NY",-1,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,-1
Senior Data Engineer,$77K - $141K (Glassdoor est.),"Apgar Consulting is looking to recruit a Data Analyst - Data Engineer to join the US team and be part of a group of diverse teammates who are passionate about data. As a Data Analyst - Data Engineer, you will take a leading role in implementing data platform solutions for our clients.
If you are looking for opportunities for personal development and career growth; If you are looking for a people-centric and purpose-driven environment; Keep reading.
Who are we
We are #DataAdvisors.
Apgar Consulting is a leading data advisory company and systems integrator recognized by Market Analysts (Gartner) and Technology Partners that supports its Clients in their journey to build a foundation for trusted data.
Our global team features more than 90 consultants specialized in data advisory services such as data governance and data architecture and in implementing data platform solutions such as Master Data Management, Metadata Management (Data Catalog), Data Integration, and Data Preparation.",-1,Apgar Consulting,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1
Adoptive Immunotherapy Scientist,$77K - $141K (Glassdoor est.),"The Geiger Lab in the Department of Pathology at St Jude Children’s Research Hospital is seeking an experienced and highly motivated Staff Scientist to join our efforts to develop improved treatments for hematologic malignancies through the study and application of adoptive immunotherapy.

The successful candidate will lead exciting and collaborative projects focused on understanding the molecular, cellular, and immunologic mechanisms influencing the efficacy of adoptive immunotherapies, including chimeric antigen receptor (CAR) T cells, against tumor targets. Qualified candidates will have a have a strong background in immunology and cell or molecular biology. Direct hands-on experience with cellular and molecular immunology techniques are required for this position. Competitive candidates will be proficient with multi-parameter flow cytometry, CRISPR/Cas9 gene editing, recombinant virus preparation and transduction, and molecular and biochemical approaches to characterize cellular responses. Prior experience with primary mouse or human T cells and in vivo tumor models is highly desired.",4.5,St. Jude Children's Research Hospital,"Memphis, TN",-1,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,-1
HR Data Analyst,$77K - $141K (Glassdoor est.),"Introduction
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler Arizona, San Jose and San Diego California, Wilton Connecticut, and Hillsboro Oregon.
Job Mission",4.1,ASML,"San Diego, CA",-1,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,-1
Data Engineer,$77K - $141K (Glassdoor est.),"Employee-Centric Culture…Industry-Wide Impact
Now is an exciting time at Brokers International, an Integrity company, we’re in a key position to chart the future of the insurance landscape, and we’re searching for creative thinkers, innovative problem solvers, and exceptional leaders to join our family.
Over nearly four decades, we’ve developed a rich, family-focused culture that values work-life balance and encourages all our team members to grow, collaborate, innovate, and have fun every day.
We want all our team members to enjoy where they work, what they do, and who they work with. Best of all we start our weekends early, closing the office every Friday at 3.
Our family is growing. We’re looking for a Data Engineer to develop, implement, and maintain our business-critical data management processes to create scalable efficiencies across our next-gen Data Warehouse. If you’re up to the challenge, we encourage you to apply and join the BI family.",3.0,"Brokers International, Ltd.","Urbandale, IA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Senior Scientist: Assay Development Or Cell Culture Or Rec Ab Production,$77K - $141K (Glassdoor est.),"Senior Scientist: Assay Development Or Cell Culture Or Recombinant Antibody Production
Proteintech is an international biotechnology company that manufactures antibodies, ELISA kits and proteins for use in life science research. Proteintech makes of all its own products to the highest standards possible, with complete control over the whole manufacturing, validation and QC process. 60,000+ citations of Proteintech products demonstrates what matters most to the company: the success of its reagents in the hands of scientists, helping them make discoveries to change and explain the world around us. For more information, please visit www.ptglab.com.
We are seeking a skilled and experienced researcher to join a team focused on the expression and purification of human expressed proteins.
The successful candidate will be responsible for developing new proteins, antibodies and testing their activity. They will be responsible for application development and validation to test the function of the proteins and antibodies. Demonstrable experience with cell culture methods, transfections, scaleup of mammalian cell culture. Experience with growth and transfection of mammalian cells both small and large scale for protein production will be a significant asset. Knowledge of single use technologies is a plus. Strong scientific grounding in Cell Biology and cell therapy, protein chemistry and function, and assay development is required. Data analysis skills, the ability to prepare written reports, scientific communication, and the ability to work productively and collaboratively within a tight-knit team are key assets for this position. Ability to communicate in multiple languages very welcome. Other opportunities available in Europe and Asia.",3.2,Proteintech Group Inc.,"Rosemont, IL",-1,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,-1
"Healthcare Data Analyst, Member Services",$77K - $141K (Glassdoor est.),"CareJourney’s mission is to empower individuals and organizations they trust with open, clinically-relevant analytics and insights in the pursuit of the optimal healthcare journey. We are a fast-growing start-up in Arlington, VA that builds software products which serve over 100 industry-leading healthcare organizations that include Humana, Clover, and Walgreens.

We are looking for driven professionals that are excited to join a growing business where they will have a strong voice in the direction and success of the company. Our company offers competitive benefits across salary, equity, medical, parental leave, and more. We provide in-office and remote work flexibility and have a flexible vacation policy. Our culture embraces teamwork and cross-functional collaboration for a fun and exciting environment.

We are looking for a talented, motivated, and high-performing Analyst to join our Member Services team. The Analyst will demonstrate strong analytic, project management and interpersonal skills to support assigned customers and projects. They will be responsible for performing analyses to inform member’s business strategies and decisions, communicating and delivering on key milestones based on member priorities, and supporting the development and deployment of CareJourney’s suite of insights, products and services to its member-base.",3.6,CareJourney,"Arlington, VA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Research Scientist (Augmented/Artificial Intelligence),$77K - $141K (Glassdoor est.),"Intellisense Systems innovates what seemed impossible. We are a fast-growing Southern California technology innovator that solves tough, mission-critical challenges for our customers in advanced military, law enforcement, and commercial markets. We design, develop, and manufacture novel technology solutions for ground, vehicle, maritime, and airborne applications. Our products have been deployed in every extreme environment on Earth!
We are looking for an exceptional researcher to join our artificial/augmented intelligence (AI) team. The AI team works to translate state-of-the-art machine learning and deep learning techniques for government customers and DoD applications.
As part of the team, you will work alongside other experienced AI scientists and engineers to develop novel cutting-edge solutions to several challenging problems. From creating experiments and prototyping implementations to designing new learning algorithms, Research Scientists work on challenges in computer vision, RF signal classification, hardware optimization, embedded AI, and sensor processing in multiple domain areas.",4.3,Intellisense Systems Inc,"Torrance, CA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Enterprise Data - Business Intelligence Analyst,$77K - $141K (Glassdoor est.),"Each of our clients is unique. They have their own workflows and very specific data needs. Our endless selection of datasets, covering all asset types, with multiple delivery technologies and flexible scheduling means our clients are able to get exactly the data they need, when they need it, in the format they prefer. Without us, they simply cannot operate. Making the right decisions for our customers and services with such varying and complex consumption is a challenge. Extracting intelligence from our datasets is key to our success and that is where you come in.

What is the role?

The Business Intelligence team drives new business and organic growth in the Enterprise Data department through providing actionable insights to key decision makers. Whether we are working on the design of products and commercial strategies or uncovering sales opportunities through data analysis, technology, collaboration and understanding of our customers is at the heart of everything we do.

We work closely with both regional and global teams across stakeholder groups such as Sales, CFO Office, Global & Regional Department Heads, Business and Product Development, Global Data, Operational Support and other verticals across the firm. In order to achieve our goals and deliver results we extensively leverage technology for data warehousing, analysis and visualization (Qliksense, IBM Cognos, Tableau, Excel PowerPivot, VBA, SQL, Python, R).







Apply if you think you are a good match and we will get in touch with you to let you know next steps.",4.1,Bloomberg,"New York, NY",-1,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,-1
"Lead Research Scientist - Computer Vision, AI, Machine Learning",$77K - $141K (Glassdoor est.),"Intelligent Automation, Inc. (IAI) has an open full-time position for a Senior Research Scientist and Lead Scientist in computer vision, artificial intelligence (AI), machine learning (ML). We are looking for an outstanding self-motivated researcher with a Masters or Doctorate degree in Electrical Engineering or Computer Science with a background in computer vision, and AI/ML. You will be working with the multi-disciplinary team of scientists and engineers to conduct R&D in the fields of AI/ML, image and video analytics, geospatial, perception for autonomous systems, healthcare, training, and simulation.

The desired candidate should have a strong publication record in AI/ML particularly in the areas of deep learning, object detection and classification, segmentation, cross-modality inference, self-supervised learning, activity recognition, facial analysis, geospatial analysis, biomedical image analysis, robotic vision, and MLOps",3.8,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Data Scientist,$77K - $141K (Glassdoor est.),"Data Scientist
At SalesPad, we know the importance of being data-driven. As a pillar of our Core Values, we use data to fuel and support our decision-making. We are seeking an experienced Data Scientist to deliver insight and extract meaning from our data, providing knowledge to the Team that we can use to build and improve our solutions.
A typical day of a Data Scientist would include:
Partnering with the Development and Product Teams to understand their goals and determine how data can be used to achieve those goals;
Understanding business problems and using mathematical frameworks to deliver machine learning models that can be used to solve those;",3.9,"SalesPad, LLC","Grand Rapids, MI",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Sr. Business Intelligence Analyst,$77K - $141K (Glassdoor est.),"Address : 135 N Church Street, Spartanburg, South Carolina, United States - 29306

Purpose Financial, Inc. is an innovative consumer financial services company that offers a diverse suite of credit products, promoting financial inclusion and meeting consumers wherever they are. Through its brands, the company is committed to helping customers achieve their version of financial stability in the moment and in the future. Since 1997, Purpose Financial has been a pioneer in the consumer credit and financial services market offering money solutions in over 1,500 storefronts locations and online lending. Providing services in over 27 states, Purpose Financial employs over 3,700 team members.

At Purpose Financial we are always on the lookout for motivated individuals who share in our values of mutual respect to join our team of outstanding professionals.",3.7,Purpose Financial,"Spartanburg, SC",-1,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,-1
Data Engineer-Developer Contract to hire 6 months,$77K - $141K (Glassdoor est.),"We are currently in need of an ETL Developer with expert-level expertise with SQL, Data Modeling and Dimensional Modeling. This is a 6 months Contract to hire. Candidates local to Cincinnati highly preferred as the contractor is expected to onboard in person and be available to work the hybrid model(50% onsite and 50% WFH). Relocation will be considered as long as candidate is willing to relocate to Cincinnati to work hybrid model. NO sponsorship available.
Required skills
· Proven experience distilling business requirements into data warehouse design artifacts such as a Facts Qualifier Matrix (FQM), source to target maps and star/snowflake schema data models
· Experience with Test Driven Development (TDD)
· Experience in: designing and implementing ETL processes (preferred tools: IBM's datastage, sqlsvr SSRS, SAS); developing BI dashboards (preferred tools: IBM's Cognos, Microsoft's Power BI); creating data quality scorecards and data lineage",-1,MBS Professional Staffing,"Blue Ash, OH",-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer,$77K - $141K (Glassdoor est.),"Northwest Farm Credit Services is in search of a Data Engineer to join our Data Management Department. This position will support our Headquarters team in Spokane, Washington but can work out of any branch locations in our chartered territory. As a member-owned financial cooperative, we help business owners in agriculture, forestry and fisheries secure the financing they need to operate and grow, and the crop insurance they need to protect their livelihoods. Our customers are primarily located in Montana, Idaho, Oregon, Washington and Alaska. Northwest FCS is a five-time recipient of the Gallup Exceptional Workplace Award, and the top scoring large company in the Best Place to Work-Inland Northwest competition five years in a row.
This full-time position reports to the Manager-Data Administration and works to implement database applications, database warehouses and cloud solutions in support of organizational data initiatives.",4.6,Northwest Farm Credit Services,"Spokane, WA",-1,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,501 to 1000 Employees,-1
IT Data Analyst,$77K - $141K (Glassdoor est.),"About the role:
As a Data Analyst for TQL, you’ll be joining the team that is responsible for delivering critical report and data solutions, for the largest privately held company in Cincinnati. Our Analysts work directly with internal teams to assess their needs and develop highly intuitive insights via SQL queries, database views, SSRS reports, Pivot Tables, and PerformancePoint dashboards. This opportunity gives you the chance to work with the latest BI technologies and make a real impact within a $4B organization that is changing the future of the logistics industry.
What's in it for you:
Competitive compensation, benefits package and company perks
Paid relocation to Cincinnati, OH
Advancement opportunities with aggressive and structured career paths
TQL's IT Team offers a hybrid work environment with the ability to work remotely 8 days per month",3.7,Total Quality Logistics (TQL),"Cincinnati, OH",-1,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,5001 to 10000 Employees,-1
Quantitative Analyst - Municipals,$77K - $141K (Glassdoor est.),"Founded in 1938, MacKay Shields has grown steadily over the years through rapidly changing market environments. We became a registered investment advisor in 1969, and have expanded our services over time and now offer products across U.S. and international markets.
In 1984, MacKay Shields was purchased by New York Life Insurance Company. New York Life Insurance Company established New York Life Investment Management Holdings LLC in 1999 for the purpose of consolidating its asset management subsidiaries. MacKay Shields is 100% owned by New York Life Investments, which is wholly owned by New York Life Insurance Company.
MacKay Shields manages approximately $158 billion, of which $75 billion is managed by the MacKay Municipal Managers’ team.
Responsibilities",-1,MacKay Shields LLC,"Princeton, NJ",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$77K - $141K (Glassdoor est.),"The Data Analyst will support the FP&A department’s financial analysis and internal reporting needs through the optimization of data mining, modeling and analysis which will require the use of various software and reporting systems,such as PowerBI, BPC and SAP BW. The main initial responsibility of the Data Analyst will be to accelerate our transition to PowerBI, reduce manual reporting and improve automation.
In close collaboration with the members of the FP&A department and of our Regional Companies, the Data Analyst will also be involved in the development of predictive models.
ESSENTIAL DUTIES & RESPONSIBILITIES:

Works in close partnership with the Director of Financial Planning & Analysis, the Senior Analysts of the Department and the Regional Finance teams to understand issues, clarify needs and define reporting requirements",-1,Airgas Inc.,"Long Beach, CA",-1,-1,-1,-1,-1,-1,-1,-1
Financial Data Analyst,$77K - $141K (Glassdoor est.),"Company Summary:
Brightz is a small, family-owned business with a large national footprint that designs and sells fun consumer products to mass retailers across the nation. Focused on the LED lighting space, Brightz provides a fast, fun, and challenging environment that allows our employees to grow. Brightz has experienced explosive growth in 2020 and 2021 and is looking to expand even further.
Brightz offers an exceptional benefits package, including health, vision, dental, and life insurance, along with annual bonuses, 401k matching, a flexible “no hard limit” vacation and personal time policy, parental leave, competitive salaries, and partial remote work. Look at the end of this job posting for details!
The primary responsibility of the Financial Data Analyst is to provide better visibility of the financials to leadership. This position will be exposed to many different aspects of the business, and a strong ability to create and present visualized financial data is required. There will be routine daily, monthly, and annual deliverables.",-1,"Brightz, ltd.","Ottawa Lake, MI",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst - Report Writer,$77K - $141K (Glassdoor est.),"Job Summary:
Responsible for user support and customer service for hospital supported computer applications. Writes complex reports using Crystal Reports, SQL queries and other software required for reporting to internal managers and government agencies as needed. Performs on-call functions for the Hospital as needed. Follows the facility's policies and procedures, local, state and federal regulations.
Full time, Benefit eligible
Job Requirements:
Bachelor degree required.
Must have prior hospital experience.",3.5,Putnam County Hospital,"Greencastle, IN",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Junior Data Scientist - Future,$77K - $141K (Glassdoor est.),"Junior Data Scientist

Clearance Requirement: TS/SCI
Work Location: Langley Air Force Base, Hampton, VA
Position Type / Standard Work Hours: Full-time/40 hours per week/On-Site

Summary / Objective:
Junior Data Scientist will support the Air Combat Command Cyber Defense Correlation Cell’s mission assurance objectives by providing relevant cyber incident and threat information to operational commanders and other cyber mission assurance entities. This is accomplished by providing analysis and correlation of incident and threat data for mission assurance stakeholders, facilitating incident response coordination for aligned Mission Defense Teams (MDTs), and supporting awareness of the cyber threat environment across the Defensive Cyber Operations (DCO) enterprise.",3.8,BTAS,"Langley AFB, VA",-1,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,-1
Reagents Scientist,$77K - $141K (Glassdoor est.),"Title: Reagent Scientist
Location: Marlborough, MA
About Akoya Biosciences:
Akoya Biosciences, Inc., The Spatial Biology Company™, with offices in Menlo Park, CA and Marlborough, MA is a well-funded and emerging growth company that is developing powerful imaging tools to enable scientists and clinical researchers to gain a better understanding of complex diseases such as cancer and autoimmune disorders. Our CODEX® platform enables the assessment of more than 40 protein markers in a sample and is ideally suited for biomarker discovery. Our Phenoptics™ platform, the industry standard for multiplex IF/IHC provides the assay robustness and throughput necessary for translational and clinical research required in clinical trials. Our partnerships with the academic community and our customers have resulted in a robust pipeline of future products.",4.1,Akoya Biosciences,"Marlborough, MA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
Research and Product Scientist,$77K - $141K (Glassdoor est.),"Adeptrix is currently accepting applications for a Research & Product Scientist who will provide further advancement of its proprietary BAMS™ technology with the main focus on product and applications development, as well as the internal research and ongoing collaborations with Academia, Biotech and Pharma. This position reports to the company leadership.
Key responsibilities include:
· Co-ordinate and streamline product development activities
· Design and supervise validation efforts for the product development pipeline
· Oversee collection and analysis of analytical data for internal R&D and external collaborations
· Contribute to writing, editing, and producing abstracts, manuscripts, reports, posters",-1,Adeptrix Corp,"Beverly, MA",-1,-1,-1,-1,-1,-1,-1,-1
Business Intelligence Analyst,$77K - $141K (Glassdoor est.),"At Nusenda Credit Union, our commitment to excellent member service, care for our community, being an employer of choice, and offering flexible products and services have always been our priorities. With 240,000+ members, 650 employees, and 22 branches, we are the largest not-for-profit financial cooperative in NM.
We have been voted one of the Top Workplaces and Healthiest Places to Work for multiple years! Being part of our credit union means being part of our community through The Power of WE.
If integrity, dedication, and a commitment to serving others are part of your DNA, we encourage you to review our list of open positions and apply today. We look forward to growing our Nusenda family!
We are currently seeking a Business Intelligence Analyst to join our team. In this role, you'll extract, analyze and interpret operational data from multiple sources. You will work with all levels of staff and management to define reporting and data needs; develop and maintain reports and data sets to support the needs of our internal customers. This position assists in support and maintenance of the data warehouse including SQL and MySQL relational databases and assists with organizational and departmental projects as assigned. You will be required to participate in a rotating On-Call schedule.",2.9,Nusenda Credit Union,"Albuquerque, NM",-1,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,201 to 500 Employees,-1
Millimeter Wave R&D Scientist,$77K - $141K (Glassdoor est.),"Battelle delivers when others can’t. We conduct research and development, manage national laboratories, design and manufacture products and deliver critical services for our clients—whether they are a multi-national corporation, a small start-up or a government agency.

We recognize and appreciate the value and contributions of individuals with diverse backgrounds and experiences and welcome all qualified individuals to apply.

We are currently seeking a Millimeter Wave R&D Scientist. This position located in Egg Harbor Township, NJ.",3.8,Battelle,"Egg Harbor Township, NJ",-1,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,-1
"Principal Scientist / Sr. Scientist, Bioinformatics",$77K - $141K (Glassdoor est.),"Silverback Therapeutics, a Seattle-based biopharmaceutical company, is seeking a highly motivated individual to join our Bioinformatics team and contribute to the discovery and development of innovative immune-modulating therapeutics. Primary responsibilities will include the design and analysis of genomic experiments in support of discovery, preclinical and clinical programs and the development of integrated systems and datasets across functional areas. The successful candidate will be skilled in the interpretation of high-content biological data and is expected to function with a high degree of independence while working collaboratively within a multidisciplinary team dedicated to the development of new therapies. Applicants should be comfortable in a fast-paced and collaborative environment.
Key Responsibilities
Design and analyze experiments utilizing genomic data to support ongoing clinical trials and preclinical programs",3.1,"Silverback Therapeutics, Inc.","Seattle, WA",-1,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,1 to 50 Employees,-1
Technical Support Scientist,$77K - $141K (Glassdoor est.),"Title: Technical Support Scientist
Department: Technical Support
Location: Marlborough, MA
About Akoya Biosciences:
As ‘The Spatial Biology Company®’, Akoya Biosciences’ mission is to bring context to the world of biology and human health through the power of spatial phenotyping. The company offers comprehensive single-cell imaging solutions that allow researchers to phenotype cells with spatial context and visualize how they organize and interact to influence disease progression and treatment response. Akoya offers two distinct solutions, the CODEX® and Phenoptics™ platforms, to serve the diverse needs of researchers across discovery, translational and clinical research.",4.1,Akoya Biosciences,"Marlborough, MA",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
"Research Scientist, Analytics",$77K - $141K (Glassdoor est.),"Position Location: Lake Charles, Louisiana, USA

Sasol has an opening for a Research Scientist in the Analytics Research team. This position will report through the Research and Development Department located at the Lake Charles Chemical Complex. Below are some details of the position requirements:

Key Accountabilities:
Coordinates equipment, methods and tasks in the Gas Chromatography and GC/MS lab area.",3.8,Sasol,"La Place, LA",-1,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,10000+ Employees,-1
Data Science- Database/Applications Analyst,$77K - $141K (Glassdoor est.),"At Salud Revenue Partners, you can work for an organization dedicated to your employee development as well as delivering unparalleled results for our customers. We give staff objectives, exceptional training and technology-enabled resources to accomplish goals – and then set them free to get the job done. We encourage fresh ideas and a collaborative approach to delivering industry-leading solutions to clients.
Database/Applications Analyst
This is an opportunity for an energetic problem solver who wants to play a vital role in improving the efficiency of Salud Revenue Partners operations, while also producing information that informs Salud management, staff and clients. The Analyst works in a fast-paced environment requiring skills in programming, database design and maintenance, automation using scripts, software support, systems analysis, and documentation.",5.0,Salud Revenue Partners,"Lafayette, IN",-1,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,51 to 200 Employees,-1
